Date,Region/City-Eng,Region_ID,Day-Confirmed,Day-Deaths,Day-Recovered,Confirmed,Deaths,Recovered
4/16/2020,Republic of North Ossetia - Alania,15,0,0,2,52,2,3
4/16/2020,Republic of Tatarstan,16,21,0,0,128,0,14
4/16/2020,Tyva Republic,17,2,0,0,8,0,0
4/16/2020,The Republic of Khakassia,19,1,0,0,27,0,3
4/16/2020,Chuvash Republic,21,47,1,0,125,1,2
4/16/2020,Rostov region,61,41,0,0,145,0,8
4/16/2020,Ryazan Oblast,62,38,0,0,154,0,4
4/16/2020,Samara Region,63,10,0,0,50,0,14
4/16/2020,St. Petersburg,78,154,2,15,1083,7,110
4/16/2020,Saratov region,64,14,0,0,70,0,8
4/16/2020,Sverdlovsk region,66,6,0,7,111,0,44
4/16/2020,Smolensk region,67,26,0,0,132,1,1
4/16/2020,Stavropol region,26,28,0,0,143,2,11
4/16/2020,Tambov Region,68,50,0,0,133,0,6
4/16/2020,Tver region,69,34,0,5,151,0,9
4/16/2020,Tomsk region,70,6,0,0,21,0,4
4/16/2020,Tula region,71,44,0,2,174,0,19
4/16/2020,Tyumen region,72,27,0,0,112,1,10
4/16/2020,Udmurt republic,18,16,2,0,58,2,4
4/16/2020,Ulyanovsk region,73,19,0,0,123,1,2
4/16/2020,Khabarovsk region,27,14,0,0,91,2,7
4/16/2020,Khanty-Mansiysk,86,39,0,6,110,0,15
4/16/2020,Chelyabinsk region,74,5,0,4,60,0,26
4/16/2020,Chechen Republic,95,3,0,0,108,5,15
4/16/2020,Yamalo-Nenets Autonomous Okrug,89,22,0,0,95,1,0
4/16/2020,Yaroslavl region,76,23,0,0,62,0,7
4/17/2020,Altai region,22,5,0,1,53,0,4
4/17/2020,Amurskaya Oblast,28,2,0,0,11,0,4
4/17/2020,Arkhangelsk region,29,1,0,1,34,0,11
4/17/2020,Astrakhan region,30,4,0,5,64,3,7
4/17/2020,Belgorod region,31,12,0,6,70,2,9
4/17/2020,Bryansk region,32,27,1,0,228,1,23
4/17/2020,Vladimir region,33,24,0,0,183,5,1
4/17/2020,Volgograd region,34,4,0,0,62,0,7
4/17/2020,Vologda Region,35,10,0,1,77,0,9
4/17/2020,Voronezh region,36,19,1,4,108,2,24
4/17/2020,Jewish Autonomous Region,79,6,0,4,16,0,4
4/17/2020,Zabaykalsky Krai,75,8,0,0,38,0,1
4/17/2020,Ivanovo region,37,13,0,2,149,0,10
4/17/2020,Irkutsk region,38,7,0,0,54,2,4
4/17/2020,Kabardino-Balkar Republic,7,23,0,0,92,0,3
4/17/2020,Kaliningrad region,39,12,0,2,104,1,28
4/17/2020,Kaluga region,40,0,0,1,122,1,9
4/17/2020,Karachay-Cherkess Republic,9,19,0,0,49,0,0
4/17/2020,Kemerovo region,42,4,0,0,22,0,5
4/17/2020,Kirov region,43,18,2,1,91,2,10
4/17/2020,Kostroma region,44,9,0,4,47,2,7
4/17/2020,Krasnodar region,23,30,0,8,290,3,48
4/17/2020,Krasnoyarsk region,24,29,0,0,231,0,17
4/17/2020,Kurgan region,45,2,0,0,13,0,3
4/17/2020,Kursk region,46,25,0,3,145,2,8
4/17/2020,Leningrad region,47,24,0,4,354,0,9
4/17/2020,Lipetsk region,48,12,0,7,108,0,29
4/17/2020,Moscow,77,1959,14,123,18105,127,1517
4/17/2020,Moscow region,50,472,7,14,3526,40,105
4/17/2020,Murmansk region,51,8,0,6,314,1,21
4/17/2020,Nizhny Novgorod Region,52,54,0,0,458,4,21
4/17/2020,Novgorod region,53,21,0,0,74,1,4
4/17/2020,Novosibirsk region,54,12,1,0,76,2,14
4/17/2020,Omsk region,55,3,0,0,26,0,9
4/17/2020,Orenburg region,56,38,0,1,120,2,13
4/17/2020,Oryol Region,57,12,0,0,85,0,7
4/17/2020,Penza region,58,12,0,0,119,2,4
4/17/2020,Perm,59,12,0,0,144,3,19
4/17/2020,Primorsky Krai,25,9,0,0,49,2,3
4/17/2020,Pskov region,60,5,0,0,37,4,8
4/17/2020,Republic of Adygea,1,36,1,0,79,2,15
4/17/2020,Altai Republic,4,1,0,0,1,0,0
4/17/2020,Republic of Bashkortostan,2,22,3,5,213,8,14
4/17/2020,The Republic of Buryatia,3,3,0,0,103,2,24
4/17/2020,The Republic of Dagestan,5,59,3,0,213,9,9
4/17/2020,The Republic of Ingushetia,6,38,0,0,191,2,1
4/17/2020,Republic of Kalmykia,8,17,1,0,53,3,9
4/17/2020,The Republic of Karelia,10,1,0,0,9,0,0
4/17/2020,Komi Republic,11,14,0,0,455,3,6
4/17/2020,Republic of Crimea,82,3,0,0,40,0,14
4/17/2020,Mari El Republic,12,32,0,16,179,1,24
4/17/2020,The Republic of Mordovia,13,65,0,0,136,1,5
4/17/2020,The Republic of Sakha (Yakutia),14,3,0,0,38,0,15
4/17/2020,Republic of Tatarstan,16,16,0,4,144,0,18
4/17/2020,Tyva Republic,17,1,0,0,9,0,0
4/17/2020,The Republic of Khakassia,19,11,0,0,38,0,3
4/17/2020,Chuvash Republic,21,12,0,0,137,1,2
4/17/2020,Rostov region,61,23,0,2,168,0,10
4/17/2020,Ryazan Oblast,62,30,0,0,184,0,4
4/17/2020,Samara Region,63,13,0,0,63,0,14
4/17/2020,St. Petersburg,78,424,0,21,1507,7,131
4/17/2020,Saratov region,64,17,0,5,87,0,13
4/17/2020,Sakhalin region,65,7,0,0,19,0,6
4/17/2020,Sverdlovsk region,66,4,0,3,115,0,47
4/17/2020,Sevastopol,92,4,0,0,12,0,4
4/17/2020,Smolensk region,67,7,1,0,139,2,1
4/17/2020,Stavropol region,26,12,0,8,155,2,19
4/17/2020,Tambov Region,68,0,0,2,133,0,8
4/17/2020,Tver region,69,37,0,0,188,0,9
4/17/2020,Tula region,71,25,0,5,199,0,24
4/17/2020,Tyumen region,72,34,1,0,146,2,10
4/17/2020,Udmurt republic,18,0,1,2,58,3,6
4/17/2020,Ulyanovsk region,73,15,1,0,138,2,2
4/17/2020,Khabarovsk region,27,18,1,3,109,3,10
4/17/2020,Khanty-Mansiysk,86,18,0,0,128,0,15
4/17/2020,Chelyabinsk region,74,4,0,3,64,0,29
4/17/2020,Chechen Republic,95,7,0,0,115,5,15
4/17/2020,Chukotka Autonomous Okrug,87,1,0,0,2,0,0
4/17/2020,Yamalo-Nenets Autonomous Okrug,89,6,0,5,101,1,5
4/17/2020,Yaroslavl region,76,19,0,0,81,0,7
4/18/2020,Altai region,22,10,0,0,63,0,4
4/18/2020,Amurskaya Oblast,28,3,0,0,14,0,4
4/18/2020,Arkhangelsk region,29,5,0,0,39,0,11
4/18/2020,Astrakhan region,30,35,0,0,99,3,7
4/18/2020,Belgorod region,31,11,0,0,81,2,9
4/18/2020,Bryansk region,32,28,0,6,256,1,29
4/18/2020,Vladimir region,33,15,0,10,198,5,11
4/18/2020,Volgograd region,34,17,1,16,79,1,23
4/18/2020,Vologda Region,35,9,0,4,86,0,13
4/18/2020,Voronezh region,36,22,3,0,130,5,24
4/18/2020,Jewish Autonomous Region,79,3,0,0,19,0,4
4/18/2020,Zabaykalsky Krai,75,1,0,3,39,0,4
4/18/2020,Ivanovo region,37,15,1,2,164,1,12
4/18/2020,Irkutsk region,38,1,0,6,55,2,10
4/18/2020,Kabardino-Balkar Republic,7,22,0,5,114,0,8
4/18/2020,Kaliningrad region,39,11,0,2,115,1,30
4/18/2020,Kaluga region,40,29,1,0,151,2,9
4/18/2020,Kamchatka Krai,41,0,0,1,29,0,3
4/18/2020,Karachay-Cherkess Republic,9,1,0,1,50,0,1
4/18/2020,Kemerovo region,42,13,1,1,35,1,6
4/18/2020,Kirov region,43,20,0,3,111,2,13
4/18/2020,Kostroma region,44,6,0,0,53,2,7
4/18/2020,Krasnodar region,23,45,1,1,335,4,49
4/18/2020,Krasnoyarsk region,24,45,0,0,276,0,17
4/18/2020,Kursk region,46,25,0,0,170,2,8
4/18/2020,Leningrad region,47,34,0,0,388,0,9
4/18/2020,Lipetsk region,48,21,0,9,129,0,38
4/18/2020,Magadan Region,49,44,0,0,62,0,1
4/18/2020,Moscow,77,2649,21,162,20754,148,1679
4/18/2020,Moscow region,50,428,0,21,3954,40,126
4/18/2020,Murmansk region,51,7,1,6,321,2,27
4/18/2020,Nizhny Novgorod Region,52,59,0,0,517,4,21
4/18/2020,Novgorod region,53,6,0,0,80,1,4
4/18/2020,Novosibirsk region,54,10,0,2,86,2,16
4/18/2020,Omsk region,55,5,0,4,31,0,13
4/18/2020,Orenburg region,56,20,0,2,140,2,15
4/18/2020,Oryol Region,57,34,1,0,119,1,7
4/18/2020,Penza region,58,21,0,0,140,2,4
4/18/2020,Perm,59,26,0,2,170,3,21
4/18/2020,Primorsky Krai,25,18,0,1,67,2,4
4/18/2020,Pskov region,60,5,2,0,42,6,8
4/18/2020,Republic of Adygea,1,5,0,0,84,2,15
4/18/2020,Altai Republic,4,1,0,0,2,0,0
4/18/2020,Republic of Bashkortostan,2,39,0,0,252,8,14
4/18/2020,The Republic of Buryatia,3,9,0,2,112,2,26
4/18/2020,The Republic of Dagestan,5,44,0,19,257,9,28
4/18/2020,The Republic of Ingushetia,6,36,2,21,227,4,22
4/18/2020,Republic of Kalmykia,8,14,0,0,67,3,9
4/18/2020,The Republic of Karelia,10,6,0,0,15,0,0
4/18/2020,Komi Republic,11,19,0,0,474,3,6
4/18/2020,Republic of Crimea,82,3,0,7,43,0,21
4/18/2020,Mari El Republic,12,40,0,0,219,1,24
4/18/2020,The Republic of Mordovia,13,62,0,0,198,1,5
4/18/2020,The Republic of Sakha (Yakutia),14,9,0,1,47,0,16
4/18/2020,Republic of North Ossetia - Alania,15,42,0,2,94,2,5
4/18/2020,Republic of Tatarstan,16,16,0,7,160,0,25
4/18/2020,The Republic of Khakassia,19,8,0,0,46,0,3
4/18/2020,Chuvash Republic,21,27,0,4,164,1,6
4/18/2020,Rostov region,61,29,0,2,197,0,12
4/18/2020,Ryazan Oblast,62,41,0,5,225,0,9
4/18/2020,Samara Region,63,1,0,1,64,0,15
4/18/2020,St. Petersburg,78,139,1,101,1646,8,232
4/18/2020,Saratov region,64,11,0,0,98,0,13
4/18/2020,Sverdlovsk region,66,11,1,2,126,1,49
4/18/2020,Smolensk region,67,13,0,0,152,2,1
4/18/2020,Stavropol region,26,54,0,5,209,2,24
4/18/2020,Tambov Region,68,32,0,0,165,0,8
4/18/2020,Tver region,69,49,0,0,237,0,9
4/18/2020,Tomsk region,70,3,0,0,24,0,4
4/18/2020,Tula region,71,30,0,1,229,0,25
4/18/2020,Tyumen region,72,39,0,0,185,2,10
4/18/2020,Udmurt republic,18,4,0,0,62,3,6
4/18/2020,Ulyanovsk region,73,19,0,0,157,2,2
4/18/2020,Khabarovsk region,27,38,1,2,147,4,12
4/18/2020,Khanty-Mansiysk,86,33,0,4,161,0,19
4/18/2020,Chelyabinsk region,74,7,0,4,71,0,33
4/18/2020,Chechen Republic,95,60,0,0,175,5,15
4/18/2020,Yamalo-Nenets Autonomous Okrug,89,5,0,2,106,1,7
4/18/2020,Yaroslavl region,76,24,0,5,105,0,12
4/19/2020,Altai region,22,9,0,0,72,0,4
4/19/2020,Amurskaya Oblast,28,2,0,0,16,0,4
4/19/2020,Arkhangelsk region,29,68,0,0,107,0,11
4/19/2020,Astrakhan region,30,24,0,2,123,3,9
4/19/2020,Belgorod region,31,9,0,2,90,2,11
4/19/2020,Bryansk region,32,23,0,1,279,1,30
4/19/2020,Vladimir region,33,27,0,0,225,5,11
4/19/2020,Volgograd region,34,14,0,0,93,1,23
4/19/2020,Vologda Region,35,7,0,0,93,0,13
4/19/2020,Voronezh region,36,26,0,4,156,5,28
4/19/2020,Jewish Autonomous Region,79,1,0,0,20,0,4
4/19/2020,Zabaykalsky Krai,75,9,0,0,48,0,4
4/19/2020,Ivanovo region,37,19,0,0,183,1,12
4/19/2020,Irkutsk region,38,13,0,2,68,2,12
4/19/2020,Kabardino-Balkar Republic,7,22,0,0,136,0,8
4/19/2020,Kaliningrad region,39,11,0,0,126,1,30
4/19/2020,Kaluga region,40,37,0,0,188,2,9
4/19/2020,Kamchatka Krai,41,5,0,0,34,0,3
4/19/2020,Karachay-Cherkess Republic,9,17,0,0,67,0,1
4/19/2020,Kirov region,43,39,0,1,150,2,14
4/19/2020,Kostroma region,44,13,0,0,66,2,7
4/19/2020,Krasnodar region,23,48,1,5,383,5,54
4/19/2020,Krasnoyarsk region,24,24,0,0,300,0,17
4/19/2020,Kursk region,46,26,0,0,196,2,8
4/19/2020,Leningrad region,47,29,0,0,417,0,9
4/19/2020,Lipetsk region,48,20,1,10,149,1,48
4/19/2020,Magadan Region,49,3,0,0,65,0,1
4/19/2020,Moscow,77,3570,28,84,24324,176,1763
4/19/2020,Moscow region,50,709,9,36,4663,49,162
4/19/2020,Murmansk region,51,33,1,1,354,3,28
4/19/2020,Nizhny Novgorod Region,52,129,0,5,646,4,26
4/19/2020,Novgorod region,53,18,0,0,98,1,4
4/19/2020,Novosibirsk region,54,22,1,0,108,3,16
4/19/2020,Omsk region,55,2,0,1,33,0,14
4/19/2020,Orenburg region,56,44,0,1,184,2,16
4/19/2020,Oryol Region,57,13,0,3,132,1,10
4/19/2020,Penza region,58,0,3,0,140,5,4
4/19/2020,Perm,59,28,0,6,198,3,27
4/19/2020,Primorsky Krai,25,13,0,0,80,2,4
4/19/2020,Pskov region,60,2,0,0,44,6,8
4/19/2020,Republic of Adygea,1,7,0,0,91,2,15
4/19/2020,Republic of Bashkortostan,2,0,2,0,252,10,14
4/19/2020,The Republic of Buryatia,3,8,0,11,120,2,37
4/19/2020,The Republic of Dagestan,5,35,0,0,292,9,28
4/19/2020,The Republic of Ingushetia,6,42,1,0,269,5,22
4/19/2020,Republic of Kalmykia,8,7,0,0,74,3,9
4/19/2020,The Republic of Karelia,10,4,0,0,19,0,0
4/19/2020,Komi Republic,11,7,0,4,481,3,10
4/19/2020,Republic of Crimea,82,2,0,1,45,0,22
4/19/2020,Mari El Republic,12,43,0,0,262,1,24
4/19/2020,The Republic of Mordovia,13,60,0,0,258,1,5
4/19/2020,The Republic of Sakha (Yakutia),14,41,0,0,88,0,16
4/19/2020,Republic of North Ossetia - Alania,15,26,0,2,120,2,7
4/19/2020,Republic of Tatarstan,16,31,0,0,191,0,25
4/19/2020,Tyva Republic,17,4,0,0,13,0,0
4/19/2020,The Republic of Khakassia,19,22,0,0,68,0,3
4/19/2020,Chuvash Republic,21,29,0,3,193,1,9
4/19/2020,Rostov region,61,35,0,1,232,0,13
4/19/2020,Ryazan Oblast,62,42,0,0,267,0,9
4/19/2020,Samara Region,63,15,0,0,79,0,15
4/19/2020,St. Petersburg,78,114,0,7,1760,8,239
4/19/2020,Saratov region,64,16,0,0,114,0,13
4/19/2020,Sakhalin region,65,0,0,2,19,0,8
4/19/2020,Sverdlovsk region,66,15,0,0,141,1,49
4/19/2020,Sevastopol,92,1,0,0,13,0,4
4/19/2020,Smolensk region,67,21,0,3,173,2,4
4/19/2020,Stavropol region,26,23,1,2,232,3,26
4/19/2020,Tambov Region,68,22,0,0,187,0,8
4/19/2020,Tver region,69,33,0,3,270,0,12
4/19/2020,Tomsk region,70,5,0,0,29,0,4
4/19/2020,Tula region,71,58,0,14,287,0,39
4/19/2020,Tyumen region,72,42,0,10,227,2,20
4/19/2020,Udmurt republic,18,30,0,1,92,3,7
4/19/2020,Ulyanovsk region,73,11,0,1,168,2,3
4/19/2020,Khabarovsk region,27,38,0,0,185,4,12
4/19/2020,Khanty-Mansiysk,86,14,0,1,175,0,20
4/19/2020,Chelyabinsk region,74,12,0,2,83,0,35
4/19/2020,Chechen Republic,95,44,0,4,219,5,19
4/19/2020,Yamalo-Nenets Autonomous Okrug,89,10,0,0,116,1,7
4/19/2020,Yaroslavl region,76,12,0,0,117,0,12
4/20/2020,Altai region,22,12,0,0,84,0,4
4/20/2020,Amurskaya Oblast,28,4,0,0,20,0,4
4/20/2020,Arkhangelsk region,29,7,1,0,114,1,11
4/20/2020,Astrakhan region,30,13,0,0,136,3,9
4/20/2020,Belgorod region,31,22,0,0,112,2,11
4/20/2020,Bryansk region,32,42,0,0,321,1,30
4/20/2020,Vladimir region,33,34,0,0,259,5,11
4/20/2020,Volgograd region,34,18,0,2,111,1,25
4/20/2020,Vologda Region,35,7,0,0,100,0,13
4/20/2020,Voronezh region,36,24,0,0,180,5,28
4/20/2020,Jewish Autonomous Region,79,2,0,0,22,0,4
4/20/2020,Ivanovo region,37,20,1,0,203,2,12
4/20/2020,Irkutsk region,38,7,1,1,75,3,13
4/20/2020,Kabardino-Balkar Republic,7,16,0,0,152,0,8
4/20/2020,Kaliningrad region,39,12,0,5,138,1,35
4/20/2020,Kaluga region,40,70,3,0,258,5,9
4/20/2020,Kamchatka Krai,41,14,0,1,48,0,4
4/20/2020,Karachay-Cherkess Republic,9,20,0,0,87,0,1
4/20/2020,Kemerovo region,42,6,0,0,41,1,6
4/20/2020,Kirov region,43,19,0,0,169,2,14
4/20/2020,Kostroma region,44,4,0,0,70,2,7
4/20/2020,Krasnodar region,23,34,3,5,417,8,59
4/20/2020,Krasnoyarsk region,24,6,2,0,306,2,17
4/20/2020,Kursk region,46,24,0,3,220,2,11
4/20/2020,Leningrad region,47,37,0,0,454,0,9
4/20/2020,Lipetsk region,48,20,0,12,169,1,60
4/20/2020,Moscow,77,2026,28,75,26350,204,1838
4/20/2020,Moscow region,50,578,0,14,5241,49,176
4/20/2020,Murmansk region,51,46,0,0,400,3,28
4/20/2020,Nizhny Novgorod Region,52,113,1,0,759,5,26
4/20/2020,Novgorod region,53,10,0,0,108,1,4
4/20/2020,Novosibirsk region,54,24,0,0,132,3,16
4/20/2020,Omsk region,55,3,0,2,36,0,16
4/20/2020,Oryol Region,57,43,0,0,175,1,10
4/20/2020,Penza region,58,25,0,0,165,5,4
4/20/2020,Perm,59,17,0,3,215,3,30
4/20/2020,Primorsky Krai,25,17,0,0,97,2,4
4/20/2020,Pskov region,60,8,0,1,52,6,9
4/20/2020,Republic of Adygea,1,9,0,1,100,2,16
4/20/2020,Altai Republic,4,2,0,0,4,0,0
4/20/2020,Republic of Bashkortostan,2,45,4,0,297,14,14
4/20/2020,The Republic of Buryatia,3,5,0,1,125,2,38
4/20/2020,The Republic of Dagestan,5,39,0,0,331,9,28
4/20/2020,The Republic of Ingushetia,6,39,0,0,308,5,22
4/20/2020,Republic of Kalmykia,8,3,0,0,77,3,9
4/20/2020,The Republic of Karelia,10,8,0,0,27,0,0
4/20/2020,Komi Republic,11,10,0,11,491,3,21
4/20/2020,Mari El Republic,12,29,0,0,291,1,24
4/20/2020,The Republic of Mordovia,13,35,0,0,293,1,5
4/20/2020,The Republic of Sakha (Yakutia),14,19,0,0,107,0,16
4/20/2020,Republic of North Ossetia - Alania,15,25,0,1,145,2,8
4/20/2020,Republic of Tatarstan,16,39,0,0,230,0,25
4/20/2020,The Republic of Khakassia,19,8,0,0,76,0,3
4/20/2020,Chuvash Republic,21,32,1,0,225,2,9
4/20/2020,Rostov region,61,60,0,0,292,0,13
4/20/2020,Ryazan Oblast,62,22,0,0,289,0,9
4/20/2020,Samara Region,63,16,0,0,95,0,15
4/20/2020,St. Petersburg,78,86,0,2,1846,8,241
4/20/2020,Saratov region,64,28,0,0,142,0,13
4/20/2020,Sverdlovsk region,66,8,0,3,149,1,52
4/20/2020,Sevastopol,92,5,0,1,18,0,5
4/20/2020,Smolensk region,67,16,0,0,189,2,4
4/20/2020,Stavropol region,26,12,0,0,244,3,26
4/20/2020,Tambov Region,68,22,0,0,209,0,8
4/20/2020,Tver region,69,26,0,0,296,0,12
4/20/2020,Tomsk region,70,4,0,0,33,0,4
4/20/2020,Tula region,71,22,0,2,309,0,41
4/20/2020,Tyumen region,72,27,0,0,254,2,20
4/20/2020,Udmurt republic,18,45,0,0,137,3,7
4/20/2020,Ulyanovsk region,73,19,0,0,187,2,3
4/20/2020,Khabarovsk region,27,30,1,4,215,5,16
4/20/2020,Khanty-Mansiysk,86,13,0,1,188,0,21
4/20/2020,Chelyabinsk region,74,14,0,0,97,0,35
4/20/2020,Chechen Republic,95,45,0,0,264,5,19
4/20/2020,Yamalo-Nenets Autonomous Okrug,89,24,0,0,140,1,7
4/20/2020,Yaroslavl region,76,27,0,0,144,0,12
4/21/2020,Altai region,22,43,0,5,127,0,9
4/21/2020,Arkhangelsk region,29,4,0,4,118,1,15
4/21/2020,Astrakhan region,30,1,0,0,137,3,9
4/21/2020,Belgorod region,31,10,0,0,122,2,11
4/21/2020,Bryansk region,32,29,0,28,350,1,58
4/21/2020,Vladimir region,33,21,0,0,280,5,11
4/21/2020,Volgograd region,34,23,0,0,134,1,25
4/21/2020,Vologda Region,35,7,0,0,107,0,13
4/21/2020,Voronezh region,36,31,1,2,211,6,30
4/21/2020,Jewish Autonomous Region,79,21,0,0,43,0,4
4/21/2020,Zabaykalsky Krai,75,2,0,0,50,0,4
4/21/2020,Ivanovo region,37,10,0,0,213,2,12
4/21/2020,Kabardino-Balkar Republic,7,18,1,0,170,1,8
4/21/2020,Kaliningrad region,39,6,0,6,144,1,41
4/21/2020,Kaluga region,40,72,3,0,330,8,9
4/21/2020,Karachay-Cherkess Republic,9,19,0,0,106,0,1
4/21/2020,Kemerovo region,42,6,0,5,47,1,11
4/21/2020,Kirov region,43,19,0,0,188,2,14
4/21/2020,Kostroma region,44,11,0,0,81,2,7
4/21/2020,Krasnodar region,23,44,0,11,461,8,70
4/21/2020,Krasnoyarsk region,24,64,0,0,370,2,17
4/21/2020,Kurgan region,45,2,0,0,15,0,3
4/21/2020,Kursk region,46,22,1,0,242,3,11
4/21/2020,Leningrad region,47,42,0,0,496,0,9
4/21/2020,Lipetsk region,48,20,1,0,189,2,60
4/21/2020,Moscow,77,3083,29,219,29433,233,2057
4/21/2020,Moscow region,50,718,0,3,5959,49,179
4/21/2020,Murmansk region,51,35,0,4,435,3,32
4/21/2020,Nizhny Novgorod Region,52,101,0,2,860,5,28
4/21/2020,Novgorod region,53,6,0,0,114,1,4
4/21/2020,Novosibirsk region,54,3,1,0,135,4,16
4/21/2020,Omsk region,55,5,0,0,41,0,16
4/21/2020,Orenburg region,56,42,0,4,226,2,20
4/21/2020,Oryol Region,57,23,0,0,198,1,10
4/21/2020,Penza region,58,15,0,2,180,5,6
4/21/2020,Perm,59,22,0,0,237,3,30
4/21/2020,Primorsky Krai,25,7,0,3,104,2,7
4/21/2020,Pskov region,60,6,0,0,58,6,9
4/21/2020,Republic of Adygea,1,8,0,5,108,2,21
4/21/2020,Altai Republic,4,4,0,0,8,0,0
4/21/2020,Republic of Bashkortostan,2,74,0,6,371,14,20
4/21/2020,The Republic of Dagestan,5,40,2,15,371,11,43
4/21/2020,The Republic of Ingushetia,6,46,4,8,354,9,30
4/21/2020,The Republic of Karelia,10,3,0,0,30,0,0
4/21/2020,Komi Republic,11,16,1,0,507,4,21
4/21/2020,Republic of Crimea,82,1,0,0,46,0,22
4/21/2020,Mari El Republic,12,20,0,22,311,1,46
4/21/2020,The Republic of Mordovia,13,34,0,5,327,1,10
4/21/2020,The Republic of Sakha (Yakutia),14,4,0,0,111,0,16
4/21/2020,Republic of North Ossetia - Alania,15,32,0,0,177,2,8
4/21/2020,Republic of Tatarstan,16,50,0,5,280,0,30
4/21/2020,The Republic of Khakassia,19,8,0,1,84,0,4
4/21/2020,Chuvash Republic,21,10,3,0,235,5,9
4/21/2020,Rostov region,61,54,0,0,346,0,13
4/21/2020,Ryazan Oblast,62,27,0,0,316,0,9
4/21/2020,Samara Region,63,8,0,0,103,0,15
4/21/2020,St. Petersburg,78,127,3,39,1973,11,280
4/21/2020,Saratov region,64,26,0,0,168,0,13
4/21/2020,Sverdlovsk region,66,84,0,3,233,1,55
4/21/2020,Smolensk region,67,19,0,0,208,2,4
4/21/2020,Stavropol region,26,22,1,1,266,4,27
4/21/2020,Tambov Region,68,13,0,6,222,0,14
4/21/2020,Tver region,69,33,0,3,329,0,15
4/21/2020,Tomsk region,70,4,0,0,37,0,4
4/21/2020,Tula region,71,75,1,5,384,1,46
4/21/2020,Tyumen region,72,36,0,8,290,2,28
4/21/2020,Khabarovsk region,27,28,0,0,243,5,16
4/21/2020,Khanty-Mansiysk,86,9,0,1,197,0,22
4/21/2020,Chelyabinsk region,74,10,0,3,107,0,38
4/21/2020,Chechen Republic,95,39,0,0,303,5,19
4/21/2020,Yamalo-Nenets Autonomous Okrug,89,6,0,0,146,1,7
4/21/2020,Yaroslavl region,76,43,0,0,187,0,12
4/22/2020,Altai region,22,9,0,0,136,0,9
4/22/2020,Amurskaya Oblast,28,3,0,0,23,0,4
4/22/2020,Arkhangelsk region,29,2,0,3,120,1,18
4/22/2020,Astrakhan region,30,11,0,4,148,3,13
4/22/2020,Belgorod region,31,22,0,1,144,2,12
4/22/2020,Bryansk region,32,49,0,4,399,1,62
4/22/2020,Vladimir region,33,13,0,0,293,5,11
4/22/2020,Volgograd region,34,11,1,5,145,2,30
4/22/2020,Vologda Region,35,7,0,10,114,0,23
4/22/2020,Voronezh region,36,25,1,0,236,7,30
4/22/2020,Jewish Autonomous Region,79,9,0,2,52,0,6
4/22/2020,Zabaykalsky Krai,75,11,0,1,61,0,5
4/22/2020,Ivanovo region,37,12,0,0,225,2,12
4/22/2020,Kabardino-Balkar Republic,7,23,0,3,193,1,11
4/22/2020,Kaliningrad region,39,19,0,1,163,1,42
4/22/2020,Kamchatka Krai,41,15,0,0,63,0,4
4/22/2020,Karachay-Cherkess Republic,9,39,0,0,145,0,1
4/22/2020,Kemerovo region,42,9,0,0,56,1,11
4/22/2020,Kirov region,43,28,1,4,216,3,18
4/22/2020,Kostroma region,44,7,0,0,88,2,7
4/22/2020,Krasnodar region,23,20,3,2,481,11,72
4/22/2020,Krasnoyarsk region,24,22,0,11,392,2,28
4/22/2020,Kurgan region,45,5,0,0,20,0,3
4/22/2020,Kursk region,46,34,0,15,276,3,26
4/22/2020,Leningrad region,47,41,0,15,537,0,24
4/22/2020,Lipetsk region,48,24,0,2,213,2,62
4/22/2020,Magadan Region,49,2,0,0,67,0,1
4/22/2020,Moscow,77,2548,28,210,31981,261,2267
4/22/2020,Moscow region,50,631,7,7,6590,56,186
4/22/2020,Murmansk region,51,71,0,24,506,3,56
4/22/2020,Nizhny Novgorod Region,52,69,1,21,929,6,49
4/22/2020,Novgorod region,53,26,1,0,140,2,4
4/22/2020,Novosibirsk region,54,16,0,4,151,4,20
4/22/2020,Omsk region,55,4,0,1,45,0,17
4/22/2020,Orenburg region,56,28,0,12,254,2,32
4/22/2020,Oryol Region,57,40,1,0,238,2,10
4/22/2020,Penza region,58,16,0,0,196,5,6
4/22/2020,Perm,59,29,0,7,266,3,37
4/22/2020,Primorsky Krai,25,62,0,4,166,2,11
4/22/2020,Pskov region,60,4,0,0,62,6,9
4/22/2020,Republic of Adygea,1,5,1,5,113,3,26
4/22/2020,Republic of Bashkortostan,2,25,0,14,396,14,34
4/22/2020,The Republic of Buryatia,3,28,0,11,153,2,49
4/22/2020,The Republic of Dagestan,5,46,0,0,417,11,43
4/22/2020,The Republic of Ingushetia,6,43,3,8,397,12,38
4/22/2020,Republic of Kalmykia,8,11,0,3,88,3,12
4/22/2020,Komi Republic,11,20,0,0,527,4,21
4/22/2020,Republic of Crimea,82,0,0,1,46,0,23
4/22/2020,Mari El Republic,12,22,0,0,333,1,46
4/22/2020,The Republic of Mordovia,13,30,0,1,357,1,11
4/22/2020,The Republic of Sakha (Yakutia),14,5,0,0,116,0,16
4/22/2020,Republic of North Ossetia - Alania,15,34,0,0,211,2,8
4/22/2020,Republic of Tatarstan,16,75,0,3,355,0,33
4/22/2020,The Republic of Khakassia,19,3,0,0,87,0,4
4/22/2020,Chuvash Republic,21,27,0,5,262,5,14
